Gene	5 prime intergenic length	Motif count	Motif positions(plus strand)	Motif positions(minus strand)
PMAA_010590	862	2		-37,-268
PMAA_024650	207	1	-166	
PMAA_046890	229	1	-156	
PMAA_097260	1577	2	-801	-1287
PMAA_024060	796	2	-788	-95
PMAA_029350	1895	8	-814,-1117,-1414,-1855	-819,-1122,-1419,-1444
PMAA_020930	246	3	-74	-72,-209
PMAA_024840	526	3		-42,-51,-229
PMAA_053430	780	3	-189	-187,-641
PMAA_098430	1518	5	-334,-506,-740,-1328	-884
PMAA_044830	2500	8	-896,-1369,-1574,-1754,-2284	-315,-642,-1897
PMAA_013560	1575	7	-412,-856,-863,-965	-143,-183,-787
PMAA_057530	2500	4	-590,-2339	-1402,-1952
PMAA_041430	146	1	-48	
PMAA_072980	1872	9	-290,-559,-589,-1649,-1659,-1761	-325,-541,-557
PMAA_067270	467	6	-413	-219,-243,-284,-411,-440
PMAA_051940	1205	6	-123,-1175	-54,-72,-843,-1186
PMAA_072630	226	1		-69
PMAA_046090	1603	4	-17,-179,-384	-558
PMAA_000600	1312	3	-998,-1245	-1131
PMAA_009460	416	2	-273	-377
PMAA_005120	610	2		-386,-578
PMAA_056620	668	2	-111,-277	
PMAA_000950	1209	8	-137,-371,-680	-161,-214,-288,-380,-1121
PMAA_071720	2500	9	-156,-443,-1232,-2487	-213,-276,-728,-2060,-2081
PMAA_014680	661	3	-324,-557	-37
PMAA_083420	1030	3	-133,-771	-1014
PMAA_079530	1052	3		-225,-353,-428
PMAA_042570	1301	3	-145	-795,-851
PMAA_072180	182	3	-64,-108,-124	
PMAA_036240	486	1	-230	
PMAA_022890	741	3	-79,-119,-128	
PMAA_049700	553	3	-405	-180,-482
PMAA_038080	2500	2		-1518,-2344
PMAA_030700	557	3	-314,-507,-532	
PMAA_030250	2104	8	-916,-1733,-1874	-52,-132,-537,-648,-1872
PMAA_069930	206	1	-101	
PMAA_101410	439	1	-397	
PMAA_045660	2476	10	-390,-442,-718,-1753	-56,-257,-490,-1670,-1688,-2409
PMAA_058290	673	8	-83,-140,-306,-425	-138,-358,-601,-643
PMAA_031070	893	3	-512,-796,-870	
PMAA_009600	818	4	-430,-487	-291,-677
PMAA_102140	2351	10	-458,-984,-1039,-1505,-2118	-50,-944,-1610,-2012,-2047
PMAA_027220	2500	7	-1129,-1863	-20,-165,-804,-1636,-1805
PMAA_058560	2500	4	-879,-1117	-1816,-2318
PMAA_080150	774	1		-416
PMAA_067640	558	4		-89,-96,-180,-243
PMAA_057390	771	2		-121,-389
PMAA_080730	1451	12	-37,-47,-54,-60,-67,-698	-183,-277,-488,-623,-899,-1082
PMAA_091300	829	5	-581,-606,-750	-296,-556
PMAA_080080	1921	7	-1345,-1371,-1506,-1859	-77,-601,-1068
PMAA_073580	576	2		-390,-404
PMAA_058150	631	4	-471,-505	-132,-469
PMAA_031610	829	5	-484	-126,-430,-633,-661
PMAA_023130	2500	9	-152,-507,-997,-2031	-320,-833,-1022,-1360,-1876
PMAA_016770	716	6	-417,-606,-637	-181,-262,-543
PMAA_041280	2500	4	-626,-922,-1808	-2205
PMAA_050700	1747	1	-1727	
PMAA_059160	2500	10	-323,-410,-450,-949,-971,-1205	-151,-1284,-2322,-2456
PMAA_006530	824	3		-271,-472,-752
PMAA_077070	2500	8	-449,-1549,-1666,-1809	-17,-125,-1621,-2216
PMAA_059820	624	1		-61
PMAA_041850	364	2		-81,-315
PMAA_016560	1105	5	-712,-725,-1035	-33,-434
PMAA_010140	400	2	-31,-227	
PMAA_073760	1416	6	-112,-833,-1018,-1055	-352,-1100
PMAA_080880	2500	11	-866,-1001,-1084,-1629,-2135,-2189,-2250	-432,-1220,-1609,-2481
PMAA_080550	527	2	-178	-341
PMAA_094560	314	3	-89,-255	-91
PMAA_078220	594	4	-75,-356,-481,-558	
PMAA_011230	2500	1	-84	
PMAA_049040	2500	7	-1056,-2411	-411,-525,-632,-1798,-1871
PMAA_018360	439	2	-155	-168
PMAA_004380	2500	10	-1846,-1928,-2022,-2088	-130,-184,-1371,-1403,-2279,-2301
PMAA_071140	383	3	-262	-184,-298
PMAA_065120	910	4	-119,-320,-803	-350
PMAA_074910	2500	9	-98,-393,-955,-1062,-1659,-1823,-2290	-1575,-1610
PMAA_032250	1163	5		-110,-290,-488,-505,-1115
PMAA_047910	2500	7	-931	-348,-604,-936,-1347,-1719,-1773
PMAA_043010	1101	4	-821	-696,-726,-865
PMAA_082480	721	2	-462,-635	
PMAA_061720	920	2	-448	-381
PMAA_066110	2500	11	-833,-1244,-1264,-1561,-1734,-2058	-210,-885,-2379,-2455,-2479
PMAA_035910	764	3	-133,-223	-270
PMAA_092140	1918	6	-101,-762	-225,-1109,-1199,-1379
PMAA_063980	488	2	-279	-251
PMAA_069550	1087	5	-906,-940	-276,-596,-1079
PMAA_039020	2500	11	-719,-967,-1805,-1853	-414,-1284,-1324,-1405,-1721,-1822,-2483
PMAA_025880	1928	6	-38,-432,-691	-65,-673,-1592
PMAA_096300	2500	15	-90,-432,-552,-745,-848,-983,-1359,-1386,-2268	-140,-162,-335,-608,-1994,-2399
PMAA_022490	1177	6	-796,-1002,-1012	-515,-630,-884
PMAA_062630	2500	6	-294,-2138	-133,-875,-1117,-1724
PMAA_068600	762	4	-341,-436	-602,-666
PMAA_014650	425	2	-189	-141
PMAA_032030	822	2		-97,-194
PMAA_052440	513	3		-176,-196,-255
PMAA_037040	841	1	-713	
PMAA_077460	314	1	-83	
PMAA_019890	184	1		-65
PMAA_040930	510	1	-436	
PMAA_054660	1305	6	-537,-746,-1039	-315,-539,-686
PMAA_061580	561	2		-183,-444
PMAA_100840	1361	2	-501,-1359	
PMAA_078580	693	4	-54,-336,-361,-652	
PMAA_004400	816	2	-41	-56
PMAA_044240	1751	5	-1042,-1429,-1534,-1600	-32
PMAA_089700	644	1	-361	
PMAA_010450	207	2	-68	-127
PMAA_055820	116	1	-87	
PMAA_047920	1060	1		-355
PMAA_055390	328	2	-200	-243
PMAA_023150	766	6	-30,-50,-314	-142,-246,-312
PMAA_082950	1229	5	-245,-438,-529	-188,-607
PMAA_087700	1403	8	-205,-1144	-60,-98,-188,-241,-746,-1108
PMAA_084500	132	2	-80,-125	
PMAA_052620	753	3		-234,-410,-606
PMAA_019090	436	2	-293	-37
PMAA_042370	322	1	-112	
PMAA_078050	1992	5	-1469,-1851	-188,-1078,-1813
PMAA_097010	845	5	-99,-195,-753	-65,-306
PMAA_078720	298	1		-94
PMAA_064290	2500	7	-11,-104,-128,-1567,-2007	-855,-2164
PMAA_086250	2500	19	-135,-1035,-1102,-1456,-1933,-2026,-2163	-99,-194,-326,-715,-1340,-1580,-1891,-2011,-2047,-2071,-2275,-2334
PMAA_060450	140	2	-104	-120
PMAA_008400	731	1	-654	
PMAA_060980	2249	12	-539,-905,-1315,-2039	-69,-177,-626,-834,-1189,-1255,-1483,-1787
PMAA_008150	1148	3	-320,-719	-970
PMAA_044790	225	2	-119,-126	
PMAA_014340	1218	8	-1104	-18,-77,-279,-607,-650,-1080,-1105
PMAA_008640	925	1		-54
PMAA_079920	230	1		-205
PMAA_047260	850	3	-677	-237,-428
PMAA_019230	904	3	-36,-213,-684	
PMAA_016270	1262	4	-755,-832	-1060,-1136
PMAA_062960	2500	7	-592,-703,-798,-1304,-2089,-2454	-680
PMAA_019540	2500	8	-1127,-2450	-624,-815,-1713,-2140,-2255,-2347
PMAA_042080	138	1	-98	
PMAA_038860	440	3		-85,-162,-424
PMAA_033610	870	5	-436	-313,-340,-554,-706
PMAA_046790	1420	6	-167,-301,-476	-211,-818,-1314
PMAA_070110	781	5	-557,-612	-151,-396,-473
PMAA_091940	2424	10	-503,-917,-1247,-1309,-1725,-1919	-408,-807,-955,-1201
PMAA_064740	2500	8	-65,-216,-1300,-1636,-1706	-755,-801,-2149
PMAA_003660	644	1		-122
PMAA_084250	1215	4		-76,-225,-237,-279
PMAA_055530	339	1		-269
PMAA_006540	824	3	-72,-352,-553	
PMAA_034960	1219	4		-12,-149,-340,-585
PMAA_060670	538	4	-111	-235,-390,-501
PMAA_025260	222	2		-21,-50
PMAA_021300	1016	2		-273,-478
PMAA_064600	444	2	-444	-6
PMAA_087850	503	2	-101,-117	
PMAA_100150	860	8	-193,-561,-759,-840	-128,-204,-257,-586
PMAA_089960	844	7	-195,-381,-554,-561,-831	-137,-162
PMAA_026510	919	4		-65,-187,-247,-337
PMAA_036830	921	4	-257,-390,-555	-847
PMAA_043500	2500	7	-706,-1980	-138,-759,-1328,-1388,-2127
PMAA_085630	2500	11	-16,-1214,-1502,-1558,-1579,-1810,-1992,-2303	-144,-763,-806
PMAA_093950	382	3		-11,-36,-95
PMAA_050950	1249	3	-201,-351	-1019
PMAA_083390	450	1	-420	
PMAA_072540	526	1		-161
PMAA_025790	2500	7	-1881,-1977,-2172,-2179	-510,-691,-2220
PMAA_081700	2500	11	-426,-654,-1732	-928,-1144,-1494,-1528,-1536,-1544,-1699,-2321
PMAA_022160	520	2	-40	-81
PMAA_008860	221	1		-22
PMAA_012570	354	2		-75,-328
PMAA_094090	466	4	-11,-443	-96,-456
PMAA_002410	431	1	-410	
PMAA_034340	1277	7	-383,-598,-687,-839,-1226	-449,-477
PMAA_071530	1210	9	-59,-727,-787,-1153	-57,-64,-161,-344,-841
PMAA_003120	918	1		-59
PMAA_001410	1176	9	-568,-596,-873,-920,-998,-1168	-27,-85,-918
PMAA_001140	1875	6	-1318,-1542,-1673,-1770	-265,-1749
PMAA_006460	831	7	-47,-171,-324,-565	-654,-744,-804
PMAA_041740	506	2	-196	-352
PMAA_038370	254	2	-136	-134
PMAA_094890	680	4	-653	-480,-495,-615
PMAA_066930	266	5	-169,-191,-263	-75,-167
PMAA_073970	1957	4	-128,-1139,-1377	-923
PMAA_063370	824	2	-38,-521	
PMAA_009850	2500	9	-568,-728,-847,-1173,-2147,-2192	-219,-1637,-1777
PMAA_088610	217	1	-175	
PMAA_037540	239	1		0
PMAA_099110	266	1		-217
PMAA_035110	424	3	-92	-25,-239
PMAA_099440	1133	3	-655,-867	-576
PMAA_101600	1401	10	-479,-694	-101,-122,-211,-598,-619,-692,-803,-819
PMAA_030060	814	3		-208,-694,-764
PMAA_035760	219	2		-109,-186
PMAA_101350	692	1	-268	
PMAA_026970	901	3	-576,-667	-163
PMAA_020210	594	3	-45,-381	-28
PMAA_039610	982	7	-155,-595,-789	-75,-107,-635,-863
PMAA_028050	293	4	-54,-250,-283	-143
PMAA_096820	2500	8	-333,-2225	-35,-61,-1161,-1810,-2042,-2282
PMAA_031440	497	2	-112,-460	
PMAA_086810	2293	16	-460,-1146,-1655	-33,-99,-296,-409,-444,-664,-680,-712,-1153,-1232,-1659,-1779,-1854
PMAA_102550	2500	6	-1905,-2010,-2450	-373,-888,-2434
PMAA_084080	1545	6	-49,-698,-1231	-83,-402,-1042
PMAA_013220	2002	8	-468,-1878	-678,-1254,-1463,-1477,-1572,-1590
PMAA_037870	1095	4	-943	-498,-522,-794
PMAA_058700	544	4		-160,-329,-490,-498
PMAA_090790	2500	10	-122,-2059,-2098,-2179,-2440	-206,-374,-539,-985,-1193
PMAA_095320	1083	1	-653	
PMAA_088150	599	1		-265
PMAA_057250	514	1	-92	
PMAA_057700	2106	12	-259,-547,-719,-815,-969,-1364,-1659	-21,-813,-1444,-1456,-1565
PMAA_035580	623	2	-272	-541
PMAA_054470	2500	7	-438,-1141,-1527	-51,-436,-686,-2353
PMAA_051620	1201	5	-824,-900,-951,-994	-846
PMAA_040220	485	2	-118	-102
PMAA_091440	533	4	-415	-1,-101,-335
PMAA_080940	1373	9	-637,-1024,-1175	-543,-702,-812,-1118,-1137,-1193
PMAA_073390	762	3	-459	-390,-603
PMAA_010080	765	1	-660	
PMAA_096790	666	4	-7,-48,-97	-440
PMAA_084880	866	1	-616	
PMAA_016860	695	2	-89,-372	
PMAA_062350	1932	6	-43,-1378	-128,-252,-821,-1070
PMAA_072370	895	2	-205	-386
PMAA_078910	1531	7	-186,-550,-920,-1005,-1313	-172,-1243
PMAA_006780	792	3	-219,-623	-673
PMAA_006830	702	3	-82,-529	-197
PMAA_002940	849	3		-252,-383,-407
PMAA_010880	2500	11	-229,-247,-821,-2170	-888,-1302,-1794,-1827,-1985,-2193,-2273
PMAA_010330	2251	6	-591,-868,-881	-5,-630,-1133
PMAA_069120	2500	10	-162,-507,-1218,-1342,-1762	-12,-79,-1107,-1272,-1995
PMAA_102800	1314	6	-99,-266,-522,-1186	-52,-335
PMAA_031910	467	3	-83	-25,-291
PMAA_066270	215	1	-188	
PMAA_009140	520	5	-97,-437	-261,-380,-435
PMAA_036580	182	1	-111	
PMAA_076610	295	4	-83	-41,-56,-195
PMAA_027070	745	2	-269	-547
PMAA_067450	640	5		-5,-92,-234,-432,-549
PMAA_032930	278	2	-239,-268	
PMAA_037720	1010	2		-69,-645
PMAA_038520	779	1		-393
PMAA_087280	1464	4	-617,-1271	-107,-718
PMAA_064190	401	2	-214	-25
PMAA_023820	730	3	-565,-634	-147
PMAA_089390	911	3	-211,-294,-323	
PMAA_003240	533	3	-230	-319,-340
PMAA_060860	114	1		-4
PMAA_006150	212	2		-60,-200
PMAA_093170	353	1	-341	
PMAA_083940	1358	5	-756,-1249,-1255	-684,-1114
PMAA_025750	553	1	-91	
PMAA_038010	205	1		-17
PMAA_040790	835	2	-668	-329
PMAA_071880	2500	9	-46,-206,-1158,-2278,-2483	-188,-672,-856,-1120
PMAA_082010	2048	4	-1230,-1844	-375,-1663
PMAA_059610	501	1		-6
PMAA_017730	2500	10	-580,-692,-1041,-1218	-147,-301,-834,-863,-878,-1623
PMAA_048030	2500	2	-27	-1351
PMAA_012010	424	4	-415	-63,-129,-287
PMAA_086620	643	2	-598	-396
PMAA_015770	2012	4	-1552	-273,-470,-592
PMAA_018550	1396	5	-44,-177,-387	-50,-1015
PMAA_025450	199	1		-97
PMAA_081930	2500	8	-243,-474,-791,-1973,-2282	-146,-1188,-2188
PMAA_068290	502	2	-148	-170
PMAA_083170	414	1	-221	
PMAA_037180	660	3	-22,-625	-395
PMAA_065350	1163	2	-174,-264	
PMAA_077870	463	2		-172,-374
PMAA_028030	1084	5	-6,-393	-172,-222,-603
PMAA_019930	101	2	-42,-99	
PMAA_061440	1010	7	-216,-372,-913,-949,-955	-350,-798
PMAA_029110	231	2		-21,-191
PMAA_061110	2500	11	-175,-208,-337,-455,-1188,-1564,-1651,-2239	-245,-480,-690
PMAA_100430	968	5	-178,-822	-267,-276,-480
PMAA_012900	1761	8	-459,-548,-855,-1363	-376,-569,-964,-1100
PMAA_008360	471	2	-314	-454
PMAA_039850	2500	13	-673,-737,-826,-862,-1297,-1358,-1726	-201,-268,-1794,-2058,-2221,-2444
PMAA_007660	541	3	-360,-387	-448
PMAA_022480	1101	1	-1037	
PMAA_088370	911	4	-463	-420,-551,-810
PMAA_074110	1919	6	-544,-1034,-1341	-418,-436,-453
PMAA_001970	2500	9	-53,-727,-1041,-1058	-1335,-1369,-1770,-2033,-2291
PMAA_037530	239	1	-239	
PMAA_100380	830	2	-509	-322
PMAA_097460	1753	7	-200,-602,-1135,-1687	-770,-805,-1535
PMAA_092490	175	1	-127	
PMAA_038980	468	2		-166,-384
PMAA_007480	878	2	-592,-661	
PMAA_098630	478	2	-94	-80
PMAA_095160	409	2	-91	-185
PMAA_039580	832	1	-107	
PMAA_034750	966	8	-117,-198,-248,-354,-832,-843,-888	-84
PMAA_013760	571	4	-544	-34,-357,-372
PMAA_025320	126	2	-11,-38	
PMAA_088110	2098	4	-365	-53,-69,-654
PMAA_052160	201	1	-43	
PMAA_065740	811	3	-195,-527	-77
PMAA_099320	842	3	-582,-699	-322
PMAA_046300	2500	8	-76,-1500,-1571,-1579	-2020,-2099,-2176,-2373
PMAA_084870	866	1		-250
PMAA_055470	1750	2		-189,-223
PMAA_097200	217	2		-4,-39
PMAA_056420	336	2	-143,-149	
PMAA_017240	757	3		-165,-202,-291
PMAA_056390	2500	7	-1202,-2121	-230,-256,-813,-1239,-1665
PMAA_098980	1192	5	-742,-1004	-101,-253,-282
PMAA_056930	973	7	-113,-924,-949	-94,-138,-379,-514
PMAA_098450	583	2	-303	-106
PMAA_002760	772	2	-114,-461	
PMAA_079730	540	2	-366	-40
PMAA_079080	995	3	-698	-895,-971
PMAA_072610	833	2		-186,-261
PMAA_003090	163	3	-117,-141	-30
PMAA_067210	716	4		-34,-440,-461,-491
PMAA_033400	2500	8	-265,-783,-1152,-1312,-2099,-2337	-335,-1266
PMAA_040250	2500	5	-1118	-828,-1456,-1628,-1863
PMAA_001620	1107	5	-721	-199,-333,-419,-939
PMAA_051520	1629	15	-178,-520,-534,-707,-927,-1019	-298,-479,-579,-610,-654,-678,-915,-1321,-1386
PMAA_057320	1409	1		-874
PMAA_071700	153	2	-78	-79
PMAA_000970	2437	13	-121,-161,-636,-944,-1357,-1401,-2296	-45,-181,-329,-437,-1107,-2100
PMAA_099850	1436	5	-25,-768,-799	-262,-1226
PMAA_042550	1436	6	-522,-656,-1264	-476,-915,-923
PMAA_099580	970	11	-16,-122,-143,-223,-245,-276,-815,-824,-876	-187,-293
PMAA_079880	933	1		-652
PMAA_079550	1740	6	-1079	-81,-416,-553,-958,-996
PMAA_038060	2080	7	-458,-1231,-1438,-1822,-2078	-97,-567
PMAA_023680	787	1	-690	
PMAA_002190	780	8	-92,-160,-235,-355,-753	-379,-457,-562
PMAA_101160	1818	13	-319,-1089,-1377,-1383,-1468,-1492,-1790	-109,-1020,-1117,-1171,-1471,-1605
PMAA_069910	164	1		-97
PMAA_020910	645	4	-600	-94,-176,-531
PMAA_031580	1613	6	-711,-745,-965,-1285	-1514,-1574
PMAA_087470	1468	7	-726,-935	-204,-871,-933,-966,-1264
PMAA_090630	447	2	-331	-131
PMAA_027240	2500	9	-1485,-1602	-45,-695,-808,-1145,-1415,-2032,-2488
PMAA_041140	1180	9	-73,-142,-459,-522,-785	-90,-120,-339,-836
PMAA_067660	439	2	-143	-171
PMAA_058190	130	1		-5
PMAA_053640	1745	2		-1036,-1333
PMAA_001080	1394	4	-335	-28,-601,-1108
PMAA_029630	189	1	-44	
PMAA_054860	516	1		0
PMAA_005470	2500	13	-275,-290,-945,-1452,-2354,-2413,-2480	-432,-724,-1219,-1547,-2223,-2241
PMAA_091320	2445	13	-55,-439,-963,-1330,-1597,-1672,-2440	-541,-1131,-1426,-1812,-1898,-2399
PMAA_030180	253	2	-70,-244	
PMAA_073560	583	5	-124,-145,-169,-573	-143
PMAA_001030	1977	5	-868,-888,-1805	-794,-1833
PMAA_043790	787	4	-570,-681	-600,-748
PMAA_009440	1274	3		-666,-846,-993
PMAA_058130	800	1	-765	
PMAA_093780	421	2		-151,-367
PMAA_096320	244	1	-166	
PMAA_047890	2500	10	-630,-1418	-198,-204,-210,-327,-570,-1968,-2063,-2113
PMAA_059840	1270	7	-317,-423,-1250	-14,-40,-103,-574
PMAA_045020	2500	7	-1213,-2410	-362,-626,-915,-2022,-2388
PMAA_077010	1256	11	-70,-187,-611,-653,-687,-993	-7,-42,-155,-935,-1174
PMAA_029980	478	1	-294	
PMAA_030980	133	1		-77
PMAA_080570	702	2	-665	-544
PMAA_020660	2500	5	-267,-1378,-1422	-564,-689
PMAA_016710	351	1	-327	
PMAA_073700	2337	7	-634,-1010,-1115,-1479	-362,-566,-1061
PMAA_096490	482	3	-445	-29,-324
PMAA_031050	521	1	-483	
PMAA_085510	1562	3	-274,-1269	-1332
PMAA_049020	425	2	-168,-179	
PMAA_004900	239	2	-184	-207
PMAA_003480	1265	6	-731,-800,-913,-1073	-138,-1184
PMAA_032230	275	4	-159,-200	-88,-166
PMAA_101830	1001	7	-290,-869,-932	-257,-511,-669,-722
PMAA_035240	355	1		-114
PMAA_015460	2500	11	-10,-124,-642,-1566,-2017	-272,-854,-953,-1290,-1351,-1956
PMAA_041680	2235	1	-448	
PMAA_054390	276	1		-57
PMAA_066130	515	1		-352
PMAA_039000	2500	12	-899,-965,-1024,-2010,-2067	-120,-841,-1007,-1273,-1701,-2125,-2160
PMAA_092160	1223	1		-659
PMAA_028850	2101	8	-843,-1117,-1145,-1680,-1725,-1783	-744,-1237
PMAA_087030	2500	8	-2252	-133,-243,-874,-973,-1427,-1718,-1859
PMAA_096670	153	1	-79	
PMAA_031630	539	3		-73,-105,-341
PMAA_032580	314	2		-252,-303
PMAA_034100	697	2	-545	-543
PMAA_062650	755	3	-68,-80,-646	
PMAA_087490	1539	2	-506,-839	
PMAA_052420	367	2	-292	-248
PMAA_051450	1244	1	-258	
PMAA_075880	243	2		-46,-211
PMAA_054640	863	2		-399,-786
PMAA_016670	365	2	-302	-289
PMAA_033980	297	1		-89
PMAA_000020	1377	4	-486,-1233	-242,-559
PMAA_086010	476	2	-349	-258
PMAA_089760	1100	1	-1053	
PMAA_022110	2500	7	-1912,-2010,-2092,-2136	-2,-1337,-2218
PMAA_044260	1007	3	-64,-274,-633	
PMAA_011210	784	4	-32,-383,-755	-243
PMAA_018300	263	1		-203
PMAA_006730	1586	10	-33,-93,-564,-836,-1270	-155,-164,-185,-1339,-1551
PMAA_003750	127	1		-4
PMAA_047790	343	4	-30,-215,-244	-92
PMAA_084520	184	1		-167
PMAA_043170	782	3	-216,-254	-256
PMAA_048770	1490	9	-94,-505,-905,-1420	-72,-441,-735,-854,-1365
PMAA_087720	1041	6	-600,-1005,-1021	-158,-188,-294
PMAA_042310	1384	4	-320,-1356	-459,-1315
PMAA_094390	2152	15	-317,-539,-1385,-1553,-1692	-149,-336,-478,-507,-737,-1345,-1435,-1702,-1710,-1826
PMAA_092550	239	2	-56	-54
PMAA_078700	620	4	-32,-220	-224,-487
PMAA_033180	505	2	-190,-503	
PMAA_069220	630	2	-182,-230	
PMAA_014360	2089	7	-28,-64,-328,-1167,-1403	-1140,-1336
PMAA_003320	151	1	-139	
PMAA_076860	2500	11	-799,-1350,-1595,-2182	-148,-609,-924,-1554,-1632,-1741,-2200
PMAA_037260	652	3	-145	-399,-640
PMAA_008170	1445	8	-126,-638,-1116,-1284,-1393	-150,-201,-411
PMAA_068660	1328	3		-396,-424,-1083
PMAA_019210	328	1	-71	
PMAA_016290	1794	7	-37,-105,-539,-1259,-1420	-679,-1418
PMAA_061300	1744	6	-192,-759	-40,-64,-850,-1039
PMAA_062900	917	1	-597	
PMAA_009210	175	2	-72	-53
PMAA_070130	272	3	-65,-201	-27
PMAA_089180	401	5	-70,-145,-329	-226,-257
PMAA_064760	1353	7	-118,-503,-1103	-122,-150,-246,-386
PMAA_091920	593	1		-83
PMAA_091140	2440	9	-150,-273,-441,-830,-1450,-2399	-719,-835,-999
PMAA_085380	202	1		-44
PMAA_060650	488	4	-182,-188,-439	-54
PMAA_008280	1826	8	-53,-370,-525,-876,-1794	-40,-698,-758
PMAA_081540	424	1	-312	
PMAA_024800	1769	4	-1672	-8,-90,-797
PMAA_022360	383	1		-121
PMAA_021320	1502	5	-845	-211,-1050,-1094,-1464
PMAA_024750	197	3	-131,-153	-151
PMAA_097690	376	2	-316	-165
PMAA_021980	276	1	-218	
PMAA_100170	522	2	-167,-435	
PMAA_090150	1266	5		-83,-208,-283,-292,-470
PMAA_089980	239	1	-125	
PMAA_093970	2500	14	-8,-110,-324,-1273	-683,-716,-873,-1025,-1082,-1162,-1259,-1541,-1711,-2256
PMAA_093200	312	1		-255
PMAA_085650	259	2	-158,-235	
PMAA_043400	789	2		-8,-88
PMAA_068080	1055	1	-935	
PMAA_025200	674	2	-35,-664	
PMAA_022180	419	3	-347	-38,-92
PMAA_027110	1757	7	-368,-1225,-1412,-1425,-1547,-1742	-1226
PMAA_081090	875	3	-732	-353,-452
PMAA_028140	1827	3	-200	-65,-1453
PMAA_081760	608	3	-327,-349	-156
PMAA_047240	424	1		-349
PMAA_040810	140	1	-137	
PMAA_076140	341	1		-52
PMAA_046110	400	2	-61,-128	
PMAA_012590	865	3	-691	-8,-435
PMAA_007340	654	3	-162	-26,-603
PMAA_085730	1854	8	-1063,-1258,-1540,-1621,-1802	-643,-808,-1622
PMAA_011860	320	2		-85,-96
PMAA_034320	833	3	-234,-528,-698	
PMAA_088580	2500	9	-571,-641,-1205,-1249	-58,-256,-403,-458,-1680
PMAA_003100	564	4	-141,-395	-399,-414
PMAA_063230	2494	8	-517,-1109,-1284,-1795,-2178,-2208	-8,-1329
PMAA_071550	622	7	-172,-284,-622	-97,-170,-177,-184
PMAA_065680	589	1		-356
PMAA_077240	2500	5	-1117,-1384,-1957	-129,-1132
PMAA_064880	2500	11	-248,-1542,-1628,-1809,-2243	-28,-152,-1237,-1249,-1320,-1887
PMAA_004220	641	3	-271,-400	-469
PMAA_020050	2500	11	-295,-388,-625,-767,-1179,-1460,-1668	-1237,-1370,-1588,-2379
PMAA_073950	864	3	-652	-428,-573
PMAA_035420	1269	3	-1008	-358,-399
PMAA_066480	610	8	-67,-199,-453	-51,-78,-326,-555,-585
PMAA_080380	339	3	-294,-314	-196
PMAA_098840	520	4	-499	-27,-275,-450
PMAA_056890	430	6	-102,-132,-226,-382,-395	-363
PMAA_063350	506	2	-175	-386
PMAA_024270	655	5	-61,-418,-447	-60,-67
PMAA_088630	699	2	-505,-533	
PMAA_005880	1167	7	-126,-255,-349,-576,-681,-1137	-458
PMAA_002370	2500	8	-750,-1231,-1369,-1589,-1898,-2179	-114,-712
PMAA_090400	764	6	-587,-626,-707	-59,-140,-179
PMAA_099460	374	1	-63	
PMAA_095690	1090	3	-699,-959	-124
PMAA_041760	2479	7	-374,-572,-1397,-1426	-1707,-1714,-1724
PMAA_065970	996	2	-979	-378
PMAA_102460	2500	17	-17,-275,-630,-1292,-1399,-1908,-1980,-2002,-2019	-19,-44,-167,-275,-667,-935,-1059,-1765
PMAA_030510	380	2		-29,-106
PMAA_030040	756	5	-215,-468	-145,-235,-624
PMAA_101620	821	5	-307,-399,-762	-21,-371
PMAA_035740	1184	3	-865	-185,-688
PMAA_068060	236	2		-61,-162
PMAA_092310	467	4	-113	-69,-213,-245
PMAA_053600	1101	5	-321	-57,-526,-631,-866
PMAA_020270	558	2	-277	-422
PMAA_039630	76	1		-52
PMAA_022800	706	3	-28,-320,-355	
PMAA_096800	1248	9	-207,-284	-61,-483,-661,-762,-899,-1151,-1219
PMAA_086830	1233	7	-414,-818,-892	-107,-278,-369,-598
PMAA_037890	1440	5	-1370	-58,-194,-427,-842
PMAA_058720	1399	16	-435,-663,-692,-729,-1323	-79,-372,-448,-565,-579,-632,-680,-785,-853,-1116,-1255
PMAA_084060	375	1		-23
PMAA_013240	1800	1	-1230	
PMAA_042940	2068	3	-1459,-1582	-397
PMAA_050550	232	1	-62	
PMAA_075070	373	2	-176	-73
PMAA_080960	369	2	-326	-114
PMAA_051600	1711	5	-511,-1258	-1012,-1346,-1485
PMAA_026810	303	1	-165	
PMAA_070730	208	1	-183	
PMAA_025980	2251	4	-926	-993,-1518,-2202
PMAA_005260	465	1		-290
PMAA_014620	410	2	-7	-331
PMAA_049230	485	2		-43,-63
PMAA_058580	1193	1		-58
PMAA_027580	1097	4	-807	-133,-751,-1022
PMAA_035070	2496	15	-686,-714,-1563	-46,-198,-549,-807,-1437,-1476,-1632,-1660,-1755,-1846,-2342,-2398
PMAA_016840	838	2	-274	-308
PMAA_026440	1148	6	-481,-854,-979,-1057	-52,-806
PMAA_069100	553	4	-105,-412,-438	-358
PMAA_069450	1090	3	-742	-83,-390
PMAA_073040	816	1	-69	
PMAA_063820	1180	4	-265,-453,-460,-652	
PMAA_009160	2500	6	-1707,-1885,-2010	-685,-2203,-2472
PMAA_102820	732	6	-468,-537,-641	-181,-201,-210
PMAA_026190	221	1		-166
PMAA_052120	268	1		-59
PMAA_033930	215	1	-67	
PMAA_036520	387	1	-120	
