Gene	5 prime intergenic length	Motif occurences
PMAA_062460	382	1
PMAA_049160	1320	2
PMAA_032350	2153	9
PMAA_003850	583	1
PMAA_065200	599	4
PMAA_035810	908	3
PMAA_090880	5160	19
PMAA_061040	439	2
PMAA_051190	298	1
PMAA_066010	1625	4
PMAA_069690	1348	3
PMAA_039300	1042	5
PMAA_047470	1082	1
PMAA_022900	544	3
PMAA_032680	1587	4
PMAA_032170	7862	19
PMAA_052560	830	3
PMAA_017010	655	2
PMAA_092810	993	3
PMAA_002980	995	4
PMAA_092760	984	3
PMAA_054740	728	6
PMAA_006810	2492	6
PMAA_033880	313	1
PMAA_086730	271	1
PMAA_089170	2874	14
PMAA_014170	2508	7
PMAA_061570	561	2
PMAA_055290	885	5
PMAA_084660	4365	11
PMAA_022220	391	2
PMAA_022730	352	2
PMAA_052740	4421	13
PMAA_084460	504	1
PMAA_042230	760	4
PMAA_016440	385	3
PMAA_082850	1968	4
PMAA_006760	1864	8
PMAA_023400	675	2
PMAA_046920	489	1
PMAA_078150	1022	5
PMAA_046430	218	1
PMAA_033080	284	3
PMAA_070380	1453	6
PMAA_020440	1182	1
PMAA_064150	500	1
PMAA_076920	2734	14
PMAA_007000	3516	16
PMAA_079400	1819	12
PMAA_079150	718	2
PMAA_019460	1044	9
PMAA_002510	1116	5
PMAA_062800	328	2
PMAA_028310	723	3
PMAA_033550	1290	6
PMAA_046690	363	3
PMAA_038940	1052	6
PMAA_027080	506	2
PMAA_100340	360	2
PMAA_029190	981	4
PMAA_091860	2762	8
PMAA_024550	3893	13
PMAA_008580	1173	5
PMAA_098500	399	2
PMAA_098050	489	3
PMAA_033240	567	2
PMAA_034680	3488	12
PMAA_099670	2824	13
PMAA_036550	244	1
PMAA_099900	963	2
PMAA_021420	1953	7
PMAA_028010	1920	6
PMAA_025120	365	2
PMAA_064560	295	2
PMAA_029440	173	1
PMAA_094330	680	6
PMAA_041100	1729	4
PMAA_056240	835	1
PMAA_045460	533	3
PMAA_094620	283	1
PMAA_101560	789	8
PMAA_056710	658	1
PMAA_090420	2456	16
PMAA_071380	998	4
PMAA_099010	1838	7
PMAA_057040	1541	6
PMAA_024360	2673	8
PMAA_015970	1205	4
PMAA_001370	1338	6
PMAA_029500	6520	23
PMAA_045270	1635	12
PMAA_007910	4706	16
PMAA_080170	806	8
PMAA_074400	572	3
PMAA_065780	834	1
PMAA_044660	3460	19
PMAA_040990	388	3
PMAA_072120	2930	7
PMAA_102030	401	1
PMAA_001510	1099	2
PMAA_030850	255	1
PMAA_004620	5026	10
PMAA_085020	598	4
PMAA_080280	1018	4
PMAA_009950	3867	16
PMAA_051540	615	4
PMAA_005980	1087	7
PMAA_075540	1039	10
PMAA_090500	10000	37
PMAA_090050	880	2
PMAA_027860	478	2
PMAA_091670	425	1
PMAA_035310	137	1
PMAA_030140	2247	10
PMAA_101920	1360	7
PMAA_035640	161	1
PMAA_020480	1075	2
PMAA_039150	336	2
PMAA_028670	309	3
PMAA_102690	3810	17
PMAA_096900	690	3
PMAA_053900	5015	18
PMAA_005180	309	5
PMAA_083150	1852	8
PMAA_083480	287	2
PMAA_057620	726	1
PMAA_004850	2886	6
PMAA_080820	528	1
PMAA_051050	469	3
PMAA_051500	1626	3
PMAA_078430	1184	6
PMAA_010610	1028	5
PMAA_009370	900	3
PMAA_005320	426	1
PMAA_055990	992	6
PMAA_014760	2309	1
PMAA_027280	211	1
PMAA_049310	1819	10
PMAA_083730	501	4
PMAA_062250	392	3
PMAA_023660	413	1
PMAA_004580	561	2
PMAA_078380	344	5
PMAA_045860	913	4
PMAA_061780	614	2
PMAA_069200	831	2
PMAA_070450	287	1
PMAA_014540	3736	12
PMAA_036660	534	1
PMAA_055190	662	3
PMAA_082170	152	1
PMAA_031810	241	2
PMAA_044190	9230	39
PMAA_076710	241	1
PMAA_093740	715	2
PMAA_062780	1934	2
PMAA_067550	407	1
PMAA_082280	1853	3
PMAA_059880	811	3
PMAA_033940	215	1
PMAA_033760	450	3
PMAA_064090	368	1
PMAA_076240	1846	7
PMAA_023900	681	3
PMAA_085250	514	1
PMAA_060780	465	1
PMAA_055370	456	4
PMAA_074580	524	2
PMAA_016900	853	11
PMAA_043080	1984	13
PMAA_074240	601	3
PMAA_049460	408	2
PMAA_047640	2814	10
PMAA_088900	204	1
PMAA_040690	263	2
PMAA_052970	7792	31
PMAA_019120	165	1
PMAA_082460	1755	5
PMAA_048370	240	1
PMAA_029290	217	3
PMAA_086500	412	1
PMAA_012110	2204	12
PMAA_089230	577	4
PMAA_093350	1032	1
PMAA_016650	317	1
PMAA_042690	167	1
PMAA_011700	2651	3
PMAA_050820	3518	24
PMAA_018610	258	1
PMAA_043330	274	3
PMAA_065410	1240	6
PMAA_075050	936	9
PMAA_015140	631	2
PMAA_019870	320	1
PMAA_048190	3356	19
PMAA_019690	337	1
PMAA_100570	870	2
PMAA_066200	826	1
PMAA_043110	727	1
PMAA_066800	1504	7
PMAA_045480	721	2
PMAA_007210	2839	5
PMAA_008240	1689	5
PMAA_007740	1131	8
PMAA_034230	1008	3
PMAA_017260	223	1
PMAA_068330	881	2
PMAA_025190	724	1
PMAA_003050	168	1
PMAA_065570	913	2
PMAA_052350	2568	9
PMAA_074500	487	1
PMAA_048990	5581	19
PMAA_021850	528	1
PMAA_092590	773	1
PMAA_046590	5770	24
PMAA_092440	1351	9
PMAA_020100	335	3
PMAA_003900	843	4
PMAA_098260	3291	6
PMAA_088010	5588	11
PMAA_013640	3658	13
PMAA_095740	1184	3
PMAA_099240	1008	6
PMAA_084610	480	2
PMAA_095210	330	3
PMAA_006330	5725	19
PMAA_042060	401	2
PMAA_097520	661	2
PMAA_003550	183	3
PMAA_046770	692	8
PMAA_053750	1041	7
PMAA_056500	332	1
PMAA_020810	600	6
PMAA_071590	339	4
PMAA_056050	2323	4
PMAA_058900	466	3
PMAA_077660	647	1
PMAA_013460	9245	22
PMAA_079360	193	2
PMAA_090190	936	1
PMAA_067310	340	1
PMAA_051880	693	9
PMAA_057450	526	3
PMAA_033000	3806	10
PMAA_001740	1519	2
PMAA_064950	356	1
PMAA_036890	1059	3
PMAA_000830	950	3
PMAA_005840	259	3
PMAA_082720	531	1
PMAA_070620	817	5
PMAA_071620	159	1
PMAA_091790	489	4
PMAA_027450	6666	20
PMAA_075290	1092	10
PMAA_038140	185	2
PMAA_021670	3755	17
PMAA_001230	405	2
PMAA_030330	625	2
PMAA_091060	741	5
PMAA_030440	686	1
PMAA_006110	810	4
PMAA_084270	303	1
PMAA_017550	1501	7
PMAA_085880	400	3
PMAA_096590	726	2
PMAA_027630	572	2
PMAA_093510	2096	5
PMAA_057900	191	1
PMAA_050590	2484	8
PMAA_076160	786	3
PMAA_040500	95	1
PMAA_059500	519	6
PMAA_091240	502	2
PMAA_077280	964	2
PMAA_026050	606	4
PMAA_073440	244	1
PMAA_054900	551	5
PMAA_043850	1658	4
PMAA_041040	587	1
PMAA_073990	3190	6
PMAA_049810	1199	3
PMAA_049760	5323	9
PMAA_044970	491	4
PMAA_082610	654	4
PMAA_008710	3107	9
PMAA_102440	2157	3
PMAA_035780	131	3
PMAA_045100	1831	1
PMAA_066780	635	5
PMAA_073190	375	3
PMAA_010280	2524	7
PMAA_073660	513	2
PMAA_009740	2401	11
PMAA_102200	711	3
PMAA_075150	520	2
PMAA_049100	1156	5
PMAA_037250	401	2
PMAA_062440	381	3
PMAA_037780	2491	7
PMAA_063760	546	2
PMAA_077630	1351	4
PMAA_035010	172	1
PMAA_061060	735	1
PMAA_092600	851	5
PMAA_022820	1785	9
PMAA_026830	352	1
PMAA_026460	1535	12
PMAA_039360	2815	9
PMAA_096730	551	2
PMAA_031170	1579	9
PMAA_025940	278	4
PMAA_036780	539	2
PMAA_052100	552	2
PMAA_032150	1154	4
PMAA_052500	2878	11
PMAA_054760	1116	3
PMAA_051310	396	3
PMAA_010860	1370	11
PMAA_092740	348	1
PMAA_026030	1270	3
PMAA_086750	827	5
PMAA_096280	446	2
PMAA_014150	1076	6
PMAA_018420	179	1
PMAA_084440	744	5
PMAA_042210	195	3
PMAA_082870	1627	6
PMAA_016420	1152	3
PMAA_075900	3417	12
PMAA_036270	414	1
PMAA_002650	531	7
PMAA_070360	2722	3
PMAA_064130	2042	3
PMAA_085290	226	1
PMAA_008030	1533	9
PMAA_054340	2476	8
PMAA_060330	181	1
PMAA_007020	822	9
PMAA_076900	3969	15
PMAA_019480	1135	4
PMAA_079170	1965	2
PMAA_067810	617	3
PMAA_017170	825	1
PMAA_062860	1113	7
PMAA_100320	335	2
PMAA_038960	7196	27
PMAA_022540	911	4
PMAA_000790	455	1
PMAA_085060	1990	5
PMAA_030290	623	3
PMAA_098070	521	5
PMAA_081990	340	3
PMAA_022240	798	3
PMAA_099380	445	6
PMAA_097950	384	1
PMAA_021440	843	2
PMAA_087930	447	2
PMAA_069860	217	1
PMAA_023010	858	1
PMAA_012700	383	2
PMAA_012250	321	1
PMAA_029460	422	1
PMAA_053470	468	4
PMAA_007680	601	3
PMAA_056260	1693	7
PMAA_094350	48	1
PMAA_094600	277	1
PMAA_081190	2169	3
PMAA_015630	2196	9
PMAA_047360	2842	5
PMAA_023540	354	1
PMAA_059470	10000	38
PMAA_024380	194	1
PMAA_015950	1547	2
PMAA_001350	2301	4
PMAA_097780	303	1
PMAA_001680	1825	9
PMAA_080110	3757	12
PMAA_043620	342	3
PMAA_039560	327	1
PMAA_088460	706	5
PMAA_056190	231	1
PMAA_017030	2098	5
PMAA_084910	173	2
PMAA_003260	494	3
PMAA_099650	363	3
PMAA_079280	141	1
PMAA_030340	772	2
PMAA_022940	907	5
PMAA_101490	636	2
PMAA_030830	597	4
PMAA_020710	988	2
PMAA_094970	494	1
PMAA_043990	759	1
PMAA_098920	5151	20
PMAA_073850	434	4
PMAA_056990	431	2
PMAA_063010	619	3
PMAA_013070	130	4
PMAA_028730	4816	20
PMAA_058470	405	3
PMAA_095000	1253	3
PMAA_027840	2582	7
PMAA_090030	118	1
PMAA_090070	495	1
PMAA_099030	2058	3
PMAA_057020	468	3
PMAA_035660	2470	11
PMAA_091650	208	2
PMAA_083250	3006	9
PMAA_054220	911	4
PMAA_059250	845	6
PMAA_006590	386	2
PMAA_039170	418	2
PMAA_053250	3654	15
PMAA_023280	507	3
PMAA_053920	3521	10
PMAA_096920	618	4
PMAA_028370	1979	11
PMAA_083130	351	5
PMAA_050690	541	5
PMAA_072100	1381	10
PMAA_072450	1233	8
PMAA_078410	395	1
PMAA_051070	5404	16
PMAA_041580	1045	4
PMAA_073270	1074	6
PMAA_080800	552	3
PMAA_010670	3283	14
PMAA_009350	1021	3
PMAA_094470	697	2
PMAA_078550	294	2
PMAA_018850	2654	5
PMAA_053070	646	4
PMAA_062270	10000	32
PMAA_049370	297	3
PMAA_074880	2207	9
PMAA_010490	802	3
PMAA_050250	2312	8
PMAA_063900	822	1
PMAA_064300	2219	10
PMAA_036310	2200	11
PMAA_036640	483	2
PMAA_055170	2752	14
PMAA_071060	843	1
PMAA_004550	1003	6
PMAA_093720	191	1
PMAA_040300	1444	8
PMAA_062050	2745	11
PMAA_029920	245	2
PMAA_069080	404	3
PMAA_023920	1120	3
PMAA_089030	1010	3
PMAA_085270	182	2
PMAA_055310	3371	12
PMAA_049590	1212	3
PMAA_006920	2109	8
PMAA_015550	4507	27
PMAA_074260	300	3
PMAA_023350	584	3
PMAA_088920	633	3
PMAA_047620	977	3
PMAA_047990	813	5
PMAA_048350	586	1
PMAA_048420	953	4
PMAA_087690	1403	8
PMAA_019100	436	2
PMAA_087160	356	4
PMAA_017610	844	4
PMAA_066190	1216	5
PMAA_045840	6811	14
PMAA_017940	335	4
PMAA_086560	1001	5
PMAA_085180	8013	20
PMAA_011720	347	1
PMAA_063650	449	2
PMAA_059650	1418	5
PMAA_018670	194	2
PMAA_050840	696	2
PMAA_068680	2426	11
PMAA_081690	538	1
PMAA_047190	577	1
PMAA_049560	1006	5
PMAA_065430	603	3
PMAA_019810	970	2
PMAA_100510	813	8
PMAA_066220	2972	9
PMAA_007760	3862	19
PMAA_060100	800	4
PMAA_083050	221	2
PMAA_008260	870	3
PMAA_034250	1001	6
PMAA_022380	2027	9
PMAA_068350	301	1
PMAA_065550	836	2
PMAA_084580	431	2
PMAA_076300	230	1
PMAA_097720	207	2
PMAA_097090	465	2
PMAA_006380	976	5
PMAA_098710	1664	3
PMAA_016730	616	2
PMAA_039990	638	4
PMAA_088780	556	1
PMAA_081030	543	1
PMAA_022450	977	3
PMAA_088070	1618	7
PMAA_095760	513	3
PMAA_065880	129	1
PMAA_002540	2210	6
PMAA_084630	357	1
PMAA_048960	349	1
PMAA_097890	1083	3
PMAA_008970	2817	10
PMAA_097540	344	1
PMAA_046710	963	6
PMAA_070190	3518	10
PMAA_012390	230	2
PMAA_011930	43	1
PMAA_053000	684	2
PMAA_086980	629	2
PMAA_013440	2107	10
PMAA_014490	764	2
PMAA_076130	5533	17
PMAA_064490	138	2
PMAA_079340	933	3
PMAA_074610	260	4
PMAA_023190	298	1
PMAA_095490	575	3
PMAA_067370	2880	14
PMAA_072730	241	2
PMAA_021380	2878	11
PMAA_064680	1854	12
PMAA_064930	416	1
PMAA_070990	562	1
PMAA_064220	337	1
PMAA_029330	574	5
PMAA_005820	262	1
PMAA_071640	570	5
PMAA_027430	489	1
PMAA_067010	397	1
PMAA_042470	314	3
PMAA_021650	2432	6
PMAA_072590	2243	7
PMAA_021120	2172	7
PMAA_078140	363	3
PMAA_004160	915	2
PMAA_030310	2409	17
PMAA_101060	425	2
PMAA_005340	798	5
PMAA_094010	296	1
PMAA_020380	606	4
PMAA_020830	3730	10
PMAA_093530	3583	17
PMAA_006250	1259	5
PMAA_058780	630	2
PMAA_090710	1104	2
PMAA_057920	572	2
PMAA_095940	1039	7
PMAA_040520	1607	9
PMAA_029710	606	5
PMAA_017370	1376	5
PMAA_066420	172	1
PMAA_054960	641	1
PMAA_080320	2169	6
PMAA_073460	987	3
PMAA_000810	2092	9
PMAA_009500	947	6
PMAA_054560	642	2
PMAA_049740	2454	7
PMAA_071910	1607	7
PMAA_035030	613	3
PMAA_077770	6578	34
PMAA_101680	759	3
PMAA_066760	1633	2
PMAA_045120	900	3
PMAA_020520	1385	7
PMAA_073640	9158	20
PMAA_026150	730	2
PMAA_068900	1064	4
PMAA_039690	768	3
PMAA_102260	1190	4
PMAA_031370	227	1
PMAA_003890	843	4
PMAA_044360	351	1
PMAA_006030	1286	4
PMAA_077610	585	5
PMAA_035500	674	2
PMAA_035850	2520	11
PMAA_082150	1763	10
PMAA_039340	1836	6
PMAA_102080	2029	7
PMAA_096710	1995	2
PMAA_024130	2860	5
PMAA_025920	1129	1
PMAA_084800	707	2
PMAA_058520	948	3
PMAA_045410	531	3
PMAA_083850	364	2
PMAA_052520	2037	3
PMAA_052830	1303	1
PMAA_087570	192	3
PMAA_078990	253	1
PMAA_051330	890	3
PMAA_092720	1097	6
PMAA_086770	537	1
PMAA_010800	1171	4
PMAA_040280	76	1
PMAA_070200	4280	12
PMAA_044520	755	2
PMAA_014130	920	4
PMAA_049120	2240	7
PMAA_018440	395	2
PMAA_076690	463	2
PMAA_096560	411	5
PMAA_082890	1651	4
PMAA_019710	206	1
PMAA_052780	318	1
PMAA_048650	340	2
PMAA_016400	562	6
PMAA_078190	1602	3
PMAA_097390	2122	4
PMAA_075920	2469	5
PMAA_033040	687	5
PMAA_064110	554	1
PMAA_069740	389	1
PMAA_046960	1218	4
PMAA_012890	999	7
PMAA_070340	9454	33
PMAA_008010	2254	5
PMAA_060350	1894	8
PMAA_084650	4365	11
PMAA_091610	607	1
PMAA_076960	1203	6
PMAA_090370	1858	3
PMAA_026070	147	1
PMAA_100300	1001	4
PMAA_100650	5392	18
PMAA_041060	255	1
PMAA_033590	866	5
PMAA_026360	542	1
PMAA_091820	3008	9
PMAA_037770	1132	3
PMAA_085040	673	2
PMAA_043270	206	1
PMAA_017150	549	1
PMAA_093090	1230	3
PMAA_098010	1153	4
PMAA_081200	2169	3
PMAA_022260	1527	5
PMAA_015260	513	3
PMAA_021460	706	3
PMAA_046380	2368	3
PMAA_087910	558	5
PMAA_097970	3409	10
PMAA_029480	1892	7
PMAA_045720	417	3
PMAA_012270	3616	12
PMAA_051120	979	3
PMAA_094370	2186	6
PMAA_063460	129	1
PMAA_071340	806	7
PMAA_056200	2007	2
PMAA_002890	978	6
PMAA_079110	1820	9
PMAA_001330	5008	30
PMAA_085450	2757	10
PMAA_075640	731	3
PMAA_007400	1593	8
PMAA_043600	617	3
PMAA_100690	820	1
PMAA_007950	5030	23
PMAA_039500	666	1
PMAA_088440	446	1
PMAA_074440	145	3
PMAA_099630	825	5
PMAA_022400	1178	5
PMAA_101470	302	4
PMAA_030810	1718	7
PMAA_030760	1966	5
PMAA_077180	2720	8
PMAA_094950	1501	6
PMAA_020730	759	4
PMAA_073870	527	3
PMAA_098900	1963	13
PMAA_053490	107	2
PMAA_063070	918	4
PMAA_013050	1995	9
PMAA_028750	1311	6
PMAA_020460	196	1
PMAA_057000	457	1
PMAA_057550	52	1
PMAA_090010	756	3
PMAA_051920	1892	6
PMAA_072690	7836	17
PMAA_091630	257	1
PMAA_022880	647	9
PMAA_080790	896	3
PMAA_005740	293	1
PMAA_005140	249	1
PMAA_014430	1760	3
PMAA_082220	551	3
PMAA_028630	856	2
PMAA_022530	2020	9
PMAA_096940	119	1
PMAA_083110	2518	11
PMAA_076360	434	1
PMAA_042800	380	3
PMAA_004810	2559	8
PMAA_072470	1746	7
PMAA_010650	442	1
PMAA_073250	2708	6
PMAA_028350	412	2
PMAA_014720	1406	2
PMAA_009330	741	1
PMAA_005360	319	1
PMAA_016980	1301	6
PMAA_049350	6581	29
PMAA_045670	173	3
PMAA_007920	724	1
PMAA_069240	1049	5
PMAA_085230	1127	4
PMAA_080430	890	2
PMAA_036330	5250	18
PMAA_102740	150	2
PMAA_063920	797	4
PMAA_036620	277	5
PMAA_055150	1974	10
PMAA_094510	365	2
PMAA_093700	928	1
PMAA_067590	605	1
PMAA_087520	1065	9
PMAA_059330	203	2
PMAA_082790	469	1
PMAA_017580	627	6
PMAA_043060	1011	3
PMAA_086090	1070	1
PMAA_089010	425	2
PMAA_055330	214	2
PMAA_055840	1930	2
PMAA_011290	873	4
PMAA_040650	320	3
PMAA_003230	605	1
PMAA_074200	836	4
PMAA_024990	427	2
PMAA_047600	413	2
PMAA_082420	2131	10
PMAA_016000	1153	6
PMAA_065180	340	2
PMAA_017630	564	3
PMAA_061740	368	1
PMAA_048400	10000	39
PMAA_078690	167	1
PMAA_044770	1306	10
PMAA_018650	130	2
PMAA_018120	224	1
PMAA_017220	1568	3
PMAA_004430	839	5
PMAA_011740	553	5
PMAA_074080	522	2
PMAA_050860	1756	6
PMAA_032500	2998	15
PMAA_015180	1936	8
PMAA_032050	766	4
PMAA_047950	895	2
PMAA_077400	698	3
PMAA_034180	165	1
PMAA_065450	536	1
PMAA_019380	187	1
PMAA_019830	528	1
PMAA_100820	731	3
PMAA_100530	2461	10
PMAA_066240	403	2
PMAA_005620	386	1
PMAA_034270	3308	9
PMAA_060160	5523	15
PMAA_008200	1557	8
PMAA_068370	257	1
PMAA_088270	668	1
PMAA_040240	5389	18
PMAA_063580	372	2
PMAA_025480	1123	2
PMAA_052640	165	4
PMAA_082930	1268	6
PMAA_008630	149	2
PMAA_052310	630	3
PMAA_097700	376	2
PMAA_002750	893	3
PMAA_017960	603	4
PMAA_097430	603	9
PMAA_086540	278	2
PMAA_035950	334	1
PMAA_098220	676	2
PMAA_022100	655	5
PMAA_081010	1605	10
PMAA_088050	1503	13
PMAA_058880	2472	6
PMAA_019520	511	7
PMAA_042020	1035	9
PMAA_062980	2139	11
PMAA_044850	2014	9
PMAA_033670	427	1
PMAA_046730	762	2
PMAA_084240	542	4
PMAA_076110	1251	7
PMAA_079320	1515	7
PMAA_024280	2612	6
PMAA_067350	3343	5
PMAA_064910	2704	8
PMAA_064660	930	2
PMAA_089900	1492	7
PMAA_008810	698	3
PMAA_098730	1985	7
PMAA_093280	169	1
PMAA_027410	3197	9
PMAA_099170	844	2
PMAA_021100	1362	6
PMAA_040890	2187	8
PMAA_038100	5158	15
PMAA_101040	1397	8
PMAA_012510	2060	8
PMAA_043530	1297	5
PMAA_085840	674	5
PMAA_030370	1265	8
PMAA_075250	3857	8
PMAA_072920	330	1
PMAA_053060	646	4
PMAA_090730	166	3
PMAA_002500	1116	5
PMAA_057760	467	4
PMAA_050260	2944	11
PMAA_029730	684	4
PMAA_001470	1014	5
PMAA_035160	629	2
PMAA_074460	2632	9
PMAA_054940	380	1
PMAA_091280	1054	5
PMAA_080650	398	3
PMAA_066400	1183	7
PMAA_073400	215	1
PMAA_009520	1464	8
PMAA_009830	3164	8
PMAA_043810	229	3
PMAA_000870	1262	8
PMAA_005800	838	1
PMAA_071930	2883	4
PMAA_072310	1545	8
PMAA_077790	2109	10
PMAA_068160	815	4
PMAA_082650	511	6
PMAA_030590	3370	19
PMAA_066740	232	2
PMAA_045140	3233	10
PMAA_092390	1151	4
PMAA_037550	461	2
PMAA_096550	411	5
PMAA_031350	386	3
PMAA_096880	1175	3
PMAA_031420	2940	11
PMAA_068960	706	3
PMAA_102240	1904	12
PMAA_037810	370	2
PMAA_037740	418	5
PMAA_032990	781	3
PMAA_032330	161	1
PMAA_090860	471	1
PMAA_035520	175	1
PMAA_051680	91	2
PMAA_092640	1125	5
PMAA_002420	925	5
PMAA_006820	623	3
PMAA_005770	297	6
PMAA_025900	1749	4
PMAA_096080	2102	10
PMAA_083870	577	3
PMAA_083300	633	3
PMAA_096770	989	4
PMAA_066260	215	1
PMAA_100960	2796	11
PMAA_083650	3041	11
PMAA_049720	1257	4
PMAA_059100	645	1
PMAA_052810	312	2
PMAA_029310	1543	7
PMAA_078200	1602	3
PMAA_092700	2691	9
PMAA_006790	1851	9
PMAA_010350	137	1
PMAA_069180	491	2
PMAA_010820	2816	9
PMAA_070220	304	1
PMAA_089480	645	4
PMAA_061930	1313	1
PMAA_044540	1062	4
PMAA_036290	948	1
PMAA_014110	4724	16
PMAA_018460	290	2
PMAA_062400	868	4
PMAA_067430	1434	3
PMAA_048670	283	1
PMAA_025440	938	3
PMAA_019730	211	1
PMAA_042250	384	1
PMAA_061170	1180	5
PMAA_100490	767	7
PMAA_075490	1130	4
PMAA_075940	1483	3
PMAA_033060	518	2
PMAA_046940	515	1
PMAA_020450	1182	1
PMAA_023880	654	4
PMAA_070320	1005	3
PMAA_060370	657	2
PMAA_060800	241	2
PMAA_076940	1981	4
PMAA_028110	2515	3
PMAA_093110	82	2
PMAA_008070	726	4
PMAA_015740	3863	11
PMAA_068580	1114	7
PMAA_023470	226	1
PMAA_038920	1033	7
PMAA_098810	948	2
PMAA_100670	578	2
PMAA_027150	295	1
PMAA_026340	265	1
PMAA_028020	1084	5
PMAA_041870	1066	4
PMAA_026010	255	2
PMAA_093070	818	6
PMAA_098030	948	5
PMAA_055450	791	2
PMAA_081220	995	4
PMAA_043250	340	1
PMAA_083160	319	3
PMAA_015240	2875	15
PMAA_041700	2852	11
PMAA_097910	1108	3
PMAA_025130	85	1
PMAA_087970	846	2
PMAA_045700	326	3
PMAA_036990	1748	4
PMAA_012210	1378	4
PMAA_034590	696	4
PMAA_091100	1887	7
PMAA_056220	4183	23
PMAA_079130	849	3
PMAA_001910	573	1
PMAA_026620	1606	8
PMAA_001640	1121	3
PMAA_070810	714	2
PMAA_045450	147	2
PMAA_007420	851	5
PMAA_055460	1750	2
PMAA_034730	534	2
PMAA_095170	2663	6
PMAA_043660	782	4
PMAA_098690	10000	29
PMAA_039520	799	6
PMAA_048280	493	1
PMAA_071490	1278	2
PMAA_088420	1954	5
PMAA_084770	211	4
PMAA_099610	585	5
PMAA_024610	1833	1
PMAA_084860	1537	2
PMAA_101180	5896	30
PMAA_021830	1223	5
PMAA_020970	2570	13
PMAA_020750	188	2
PMAA_063050	1760	4
PMAA_094930	2077	19
PMAA_098960	726	1
PMAA_028770	648	1
PMAA_013030	2504	7
PMAA_035050	938	9
PMAA_095510	475	1
PMAA_079790	609	1
PMAA_095040	945	5
PMAA_051900	1394	4
PMAA_072670	1642	9
PMAA_057570	1292	2
PMAA_092090	496	2
PMAA_054880	386	1
PMAA_051530	615	4
PMAA_078010	429	2
PMAA_096960	149	1
PMAA_023110	1110	1
PMAA_057330	1010	5
PMAA_053210	755	7
PMAA_028610	525	3
PMAA_000990	1096	4
PMAA_083460	351	1
PMAA_042820	2990	6
PMAA_042530	726	3
PMAA_079860	288	1
PMAA_040050	2297	2
PMAA_057680	863	5
PMAA_023690	483	2
PMAA_069970	1456	2
PMAA_101450	214	3
PMAA_073230	293	3
PMAA_010100	2207	9
PMAA_009640	388	2
PMAA_102180	2354	9
PMAA_044380	3474	10
PMAA_005400	1574	9
PMAA_009310	3913	15
PMAA_027990	4271	14
PMAA_083790	2753	7
PMAA_018810	268	4
PMAA_067600	605	1
PMAA_082560	50	1
PMAA_041500	1975	10
PMAA_023220	491	2
PMAA_062230	484	1
PMAA_015750	466	1
PMAA_015880	3985	12
PMAA_036450	1479	5
PMAA_038730	348	3
PMAA_091340	2605	10
PMAA_029690	975	3
PMAA_101230	4713	15
PMAA_063940	3568	14
PMAA_082160	1763	10
PMAA_036350	260	1
PMAA_102760	398	3
PMAA_036600	654	4
PMAA_055130	2570	12
PMAA_027190	1810	6
PMAA_097900	1108	3
PMAA_062090	138	1
PMAA_050740	344	3
PMAA_004690	3372	14
PMAA_049450	408	2
PMAA_047830	289	3
PMAA_087300	1378	7
PMAA_045080	465	3
PMAA_014550	205	4
PMAA_029960	458	2
PMAA_080840	1924	10
PMAA_080510	570	1
PMAA_054080	508	2
PMAA_055680	451	1
PMAA_044280	512	2
PMAA_055860	499	4
PMAA_085500	333	1
PMAA_074950	596	5
PMAA_032290	758	2
PMAA_074220	4498	16
PMAA_045880	573	1
PMAA_079910	230	1
PMAA_048460	1454	3
PMAA_017650	201	1
PMAA_061760	7583	31
PMAA_039060	1393	7
PMAA_076270	4620	19
PMAA_043390	2532	10
PMAA_041080	1469	6
PMAA_011760	1522	10
PMAA_063610	983	3
PMAA_037000	677	7
PMAA_065470	1271	6
PMAA_052480	619	7
PMAA_077420	1812	4
PMAA_054620	24	1
PMAA_061540	394	3
PMAA_100800	935	2
PMAA_011110	613	7
PMAA_089070	732	5
PMAA_068390	1916	7
PMAA_034920	1224	4
PMAA_002220	301	2
PMAA_084540	373	1
PMAA_003740	127	1
PMAA_065510	669	3
PMAA_043160	3031	6
PMAA_082910	556	2
PMAA_097760	403	2
PMAA_002770	772	2
PMAA_046530	2774	14
PMAA_086210	662	2
PMAA_044750	498	3
PMAA_014300	1678	5
PMAA_017320	911	3
PMAA_014900	732	3
PMAA_022120	1183	2
PMAA_028180	197	2
PMAA_081070	4882	15
PMAA_047220	1763	7
PMAA_019500	3438	8
PMAA_095720	422	3
PMAA_016230	838	1
PMAA_010070	651	1
PMAA_097580	6212	12
PMAA_004630	5026	10
PMAA_064700	221	3
PMAA_060630	2441	12
PMAA_008220	418	1
PMAA_060140	1579	2
PMAA_008990	1991	9
PMAA_077670	624	2
PMAA_006320	5725	19
PMAA_013950	805	6
PMAA_076170	900	4
PMAA_079300	394	1
PMAA_021340	1991	4
PMAA_100110	3387	17
PMAA_002340	629	2
PMAA_064640	1328	2
PMAA_087890	195	1
PMAA_089920	454	2
PMAA_093910	143	1
PMAA_006350	707	3
PMAA_098750	1345	5
PMAA_094580	265	2
PMAA_099400	544	1
PMAA_099150	417	4
PMAA_038120	514	1
PMAA_021690	909	7
PMAA_013480	477	2
PMAA_012530	479	1
PMAA_030350	441	3
PMAA_017540	845	2
